"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"132642","2025/03/19 17:07:39","2025-03-14","","At the office, sitting behind a desk, bends down to look at the side of the desk confused, leans aside to manipulate something at the side of the table","crs",
"132641","2025/03/19 17:05:08","2025-03-14","","At the office, sitting behind a desk, Looking to her left side, talking, laughing, interacting with a coworker","crs",
"132639","2025/03/19 17:03:08","2025-03-14","","At the office, sitting behind a desk, working on a computer, using mouse and typing on the keyboard","crs",
"132226","2025/03/13 17:35:40","2025-02-18","","meeting, walking quickly forward, raising hands and catching him because he is in a hurry - Version 2","crs",
"132224","2025/03/13 17:34:59","2025-02-18","","meeting, walking quickly forward, raising hands and catching him because he is in a hurry - Version 1","crs",
"132223","2025/03/13 17:34:25","2025-02-18","","meeting, standing in one place, pointing with the finger of the right hand forward, walking forward","crs",
"132221","2025/03/13 17:33:24","2025-02-18","","meeting, walking forward, stopping in one place, pulling with the person's right hand, walking slightly backward","crs",
"132220","2025/03/13 17:32:05","2025-02-18","","meeting, walking forward a few steps, stopping in one place and standing for 2-3 seconds, walking backwards, turning around after someone grabs her shoulder","crs",
"132219","2025/03/13 17:30:28","2025-02-18","","meeting, standing in one place, turning around after seeing someone trying to talk to her, walking forward","crs",
"132218","2025/03/13 17:29:39","2025-02-18","","meeting, walking forward, stopping in one place, shaking hands","crs",
"132214","2025/03/13 17:00:33","2025-02-18","","meeting, reserved, shy crossing hands in front of body","crs",
"132213","2025/03/13 16:59:17","2025-02-18","","meeting, walking forward, surprising the person behind, touching the shoulder with the right hand, spreading the arms, turning, giving high five","crs",
"132212","2025/03/13 16:58:19","2025-02-18","","meeting, crossing hands in front of stomach, pointing finger to right, walking to right, waving left hand to come","crs",
"132210","2025/03/13 16:57:36","2025-02-18","","meeting, standing in one place, shaking hands","crs",
"132209","2025/03/13 16:57:11","2025-02-18","","meeting, walking forward, raising your hand, giving a high five","crs",
"132208","2025/03/13 16:56:26","2025-02-18","","meeting, walking forward, extending a hand for a handshake","crs",
"132207","2025/03/13 16:55:51","2025-02-18","","meeting, gesturing with hands, crossing arms in front of body, crossing arms under chest","crs",
"132206","2025/03/13 16:55:05","2025-02-18","","meeting, touching the other person's hand","crs",
"132205","2025/03/13 16:54:35","2025-02-18","","meeting, emotional reaction, opening hands, pointing with the finger of the right hand","crs",
"132204","2025/03/13 16:53:50","2025-02-18","","meeting, walking forward, raising the right hand, hugging, giving a high five","crs",
"132201","2025/03/13 16:27:04","2025-02-18","","idle woman, feminine, elegant pose, holding a purse with left hand","crs",
"132200","2025/03/13 16:25:39","2025-02-18","","idle woman, feminine, standing in an elegant pose, holding a purse with right hand","crs",
"132199","2025/03/13 16:24:01","2025-02-18","","idle, tired, bending slightly down with left hand on the back and right hand on the knee","crs",
"132198","2025/03/13 16:22:48","2025-02-18","","idle, bored, standing with right hand holding the chin and left hand resting on the inner elbow of right arm","crs",
"132197","2025/03/13 16:21:55","2025-02-18","","idle, impatient, standing with arms behind the back, looking up and down","crs",
"132196","2025/03/13 16:20:54","2025-02-18","","idle, neutral, arms crossed in front of body, switching weight from one leg to another, bending slightly to look down","crs",
"132195","2025/03/13 16:19:33","2025-02-18","","idle, standing with hands on the hips","crs",
"132191","2025/03/13 15:56:03","2025-02-18","","idle on the ground, resting, supporting head with left hand, the right leg is bent with the knee up","crs",
"132190","2025/03/13 15:52:51","2025-02-18","","idle, neutral, leaning on a wall with both hands behind the back","crs",
"132189","2025/03/13 15:52:09","2025-02-18","","sliding down a wall, bored","crs",
"132187","2025/03/13 15:49:18","2025-02-18","","idle, neutral, standing with left leg up on a chair supporting the weight, scrolling on phone","crs",
"132186","2025/03/13 15:47:44","2025-02-18","","idle, bored, standing in one spot, leaning on a structure with both arms, switching pose to supporting head with one hand","crs",
"132185","2025/03/13 15:46:28","2025-02-18","","idle, neutral, wall sit, looks down","crs",
"132184","2025/03/13 15:46:06","2025-02-18","","idle, neutral, leaning against a wall, legs crossed, left arm resting on the thigh and right hand touching head","crs",
"132183","2025/03/13 15:45:28","2025-02-18","","idle, neutral, wall sit, hands on knees, switching to elbows on knees, looking around, waving to somebody","crs",
"132171","2025/03/13 13:47:41","2025-02-18","","idle, neutral, standing with arms hanging on both sides of the body, taking breaths","crs",
"132169","2025/03/13 13:46:22","2025-02-18","","idle, neutral, standing with arms crossed in front of the chest, right hand holding the chin, takes a look at watch","crs",
"132167","2025/03/13 13:44:47","2025-02-18","","idle, neutral, standing with hands behind the back","crs",
"132165","2025/03/13 13:43:23","2025-02-18","","idle, looking at phone, holding the phone with the right hand, left hand resting on the right arm inner elbow","crs",
"132163","2025/03/13 13:42:22","2025-02-18","","idle, neutral, standing with right hand on the waist and left hand hanging to the side, looking around","crs",
"132160","2025/03/13 13:41:50","2025-02-18","","idle, neutral, hands crossed in front of body","crs",
"132159","2025/03/13 13:41:24","2025-02-18","","idle, stiff, standing still in a neutral pose","crs",
"132158","2025/03/13 13:40:37","2025-02-18","","idle, natural, standing with arms handing casually around the body","crs",
"132149","2025/03/13 12:28:51","2025-02-18","","giving a presentation, insure, explaining and gesturing towards the slide, holding hands in front of body","crs",
"132148","2025/03/13 12:27:47","2025-02-18","","giving a presentation, nervous, arms crossed in front of body in a defensive position, making small steps back and forth","crs",
"132147","2025/03/13 12:26:06","2025-02-18","","giving a presentation, expressive, making a strong gesture towards the slides","crs",
"132146","2025/03/13 12:24:47","2025-02-18","","giving a presentation, casual, pacing back and forth, getting closer to the slides to show something","crs",
"132144","2025/03/13 12:23:20","2025-02-18","","giving a presentation, professional, making wide gestures towards the slides to explain the information","crs",
"132143","2025/03/13 12:21:51","2025-02-18","","giving a presentation, final words, making a small bow towards the audience","crs",
"132142","2025/03/13 12:21:25","2025-02-18","","giving a presentation, explanatory, making gestures towards the slides, shorter","crs",
"132141","2025/03/13 12:20:45","2025-02-18","","giving a presentation, professional, explaining and gesturing towards the slides, hands to the chest","crs",
"132134","2025/03/13 11:48:16","2025-02-18","","shopping, excited, found an item that she likes, pointing to the item, cheering with both hands, happy hop","crs",
"132133","2025/03/13 11:47:35","2025-02-18","","shopping, excited, pointing to an item,  cheering with both hands, gestures signaling admiration for the product","crs",
"132132","2025/03/13 11:46:47","2025-02-18","","shopping, excited, points to something with both hands, makes a small happy hop","crs",
"132130","2025/03/13 11:46:00","2025-02-18","","shopping, disappointed, squats really close to something, pulls back and puts both hands on head shocked by the price","crs",
"132129","2025/03/13 11:44:58","2025-02-18","","shopping, disappointed, walks to an item, bends down to look at it, does a facepalm upon seeing the price","crs",
"132128","2025/03/13 11:44:22","2025-02-18","","shopping, shocked by price, bends down to take a closer look, stands up and puts both hands on the head and takes a step back in disbelief","crs",
"132127","2025/03/13 11:43:38","2025-02-18","","shopping, interested, bends down and points to an item, makes a gesture that it's the wrong item, takes the correct item and examines it, makes a ""no"" hand gesture and gives it back","crs",
"132125","2025/03/13 11:42:00","2025-02-18","","shopping, interested, bends down and picks up an item, examines the item with both hands, puts it back","crs",
"132124","2025/03/13 11:40:27","2025-02-18","","shopping, curious, looks at something with hands on hips, reaches down and picks up an item, examines it and puts it down, signaling ""no thanks"" with one hand","crs",
"132123","2025/03/13 11:38:53","2025-02-18","","shopping, interested, points to something with right hand, bends down to take a closer look","crs",
"132122","2025/03/13 11:38:12","2025-02-18","","shopping, intrigued, bends down with hands on knees to take a closer look","crs",
"132095","2025/03/12 19:02:17","2025-02-18","","show around, professional, explaining, picking up a file and showing  schematics to the client, gesturing towards different parts of the enviroment","crs",
"132094","2025/03/12 18:53:52","2025-02-18","","show around, casual, taking a few steps back, making explanatory gestures","crs",
"132093","2025/03/12 18:53:15","2025-02-18","","show around, professional, gesturing towards the next room, going into the next room, pointing towards the ceiling","crs",
"132092","2025/03/12 18:50:10","2025-02-18","","showing around, casual, explaining and gesturing towards different aspects of the surrounding environment","crs",
"132091","2025/03/12 18:49:09","2025-02-18","","show around, professional, explaining different details about the room, pointing towards the ceiling, going next to the window, showing how the blinds work","crs",
"132067","2025/03/12 17:17:00","2025-02-18","","walk, tired, walking with a slow pace and slightly hunched back","crs",
"132066","2025/03/12 17:16:20","2025-02-18","","walk, lazy, noticing something on the side, walking with a slow pace","crs",
"132065","2025/03/12 17:15:40","2025-02-18","","walk, lazy, casting a glance to the side, walking with a slow pace","crs",
"132064","2025/03/12 17:14:58","2025-02-18","","walk, lazy, looking around, walking with a slow pace","crs",
"132062","2025/03/12 16:50:19","2025-02-18","","walk, neutral, slower pace","crs",
"132061","2025/03/12 16:49:40","2025-02-18","","walk, neutral, slow pace","crs",
"132060","2025/03/12 16:48:55","2025-02-18","","walk, natural, normal pace","crs",
"132059","2025/03/12 16:48:29","2025-02-18","","walk, neutral, normal pace","crs",
"132056","2025/03/12 16:29:01","2025-02-18","","tai chi, snappy, flowing movement, meditation in motion","crs",
"132054","2025/03/12 16:08:09","2025-02-18","","tai chi, gentle flowing motions, slow movement","crs",
"132050","2025/03/12 15:40:07","2025-02-18","","waiting, tired, bent over with hands on knees,  changes pose into squatting, then sits on ground with left leg bent under the body","crs",
"132049","2025/03/12 15:37:31","2025-02-18","","waiting, angry, calling somebody on the phone, making a pissed-off gesture","crs",
"132048","2025/03/12 15:35:55","2025-02-18","","waiting, taking selfies with the phone, checking the result, taking more selfies, going over the photos on the phone to find the best one","crs",
"132046","2025/03/12 15:33:58","2025-02-18","","posing for photos, excited, body upright with left arm resting over a structure, then changes pose to hands crossed in front of the chest and the body slightly inclined. Goes to the photographer and grabs the phone from their hand, now taking selfies with the photographer","crs",
"132045","2025/03/12 15:32:57","2025-02-18","","waiting for someone, a bit annoyed, leaning with back against the wall, arms crossed in front of the chest, switches pose to leaning on the wall with left arm","crs",
"132044","2025/03/12 15:31:01","2025-02-18","","waiting for somebody, annoyed, calling the person on the phone, using loudspeaker, shouting","crs",
"132043","2025/03/12 15:28:40","2025-02-18","","waiting for someone, inpatient, looking at watch, writing a message on the phone","crs",
"132042","2025/03/12 15:26:59","2025-02-18","","waiting for someone, inpatient, swaying arms around body","crs",
"132041","2025/03/12 15:25:51","2025-02-18","","waiting for someone, inpatient, checks the time on the watch on wrist","crs",
"132030","2025/03/12 14:26:58","2025-02-18","","warm-up spine, bending to the side, with with arm above head bent at the elbow, alternating between left and right","crs",
"132029","2025/03/12 14:25:03","2025-02-18","","warm-up hip, making rotating extending motions with left leg","crs",
"132028","2025/03/12 14:24:13","2025-02-18","","warm-up hip, making rotating extending motions with right leg","crs",
"132026","2025/03/12 14:23:35","2025-02-18","","warm-up spine, rotating upper body with extending the arm up, alternating between left and right","crs",
"132025","2025/03/12 14:22:10","2025-02-18","","warm-up back and spine, bending over to touch the ground","crs",
"132024","2025/03/12 14:20:54","2025-02-18","","warm-up spine, rotating to the left and right with both legs extended to the sides, bending down to touch the ground","crs",
"132023","2025/03/12 14:19:12","2025-02-18","","warm-up hips, stretching back and forward with hands on hips","crs",
"132022","2025/03/12 14:18:04","2025-02-18","","warm-up hips, stretching back and bending down with arms extended forward","crs",
"132021","2025/03/12 14:16:41","2025-02-18","","warm-up hips, making circular motions with hands on hips","crs",
"132014","2025/03/12 13:18:06","2025-02-18","","warm-up arms, stretching arms and wrists with the opposite hand","crs",
"132011","2025/03/12 13:15:37","2025-02-18","","warm-up arms, extending arms to the side, up and front","crs",
"132009","2025/03/12 13:13:45","2025-02-18","","warm-up arms, extending arms to the side, up and front","crs",
"132007","2025/03/12 13:10:40","2025-02-18","","warm-up arms, making rotating motions with wrists, moving up to elbows and finally shoulders","crs",
"132004","2025/03/12 12:52:21","2025-02-18","","warm-up, jumping forward and backward, alternating direction","crs",
"132003","2025/03/12 12:51:21","2025-02-18","","warm-up legs, shaking feet to the side, alternating between left and right","crs",
"132002","2025/03/12 12:50:13","2025-02-18","","warm-up legs, shaking left foot to the side","crs",
"132001","2025/03/12 12:49:51","2025-02-18","","warm-up legs, shaking right foot to the side","crs",
"131999","2025/03/12 12:49:19","2025-02-18","","warm-up legs, running in place","crs",
"131998","2025/03/12 12:48:42","2025-02-18","","warm-up, kick up with left leg","crs",
"131997","2025/03/12 12:47:51","2025-02-18","","warm-up, kick up with right leg","crs",
"131996","2025/03/12 12:47:04","2025-02-18","","warm-up legs, lunges","crs",
"131995","2025/03/12 12:45:59","2025-02-18","","warm-up, progressively extended squats","crs",
"131994","2025/03/12 12:44:34","2025-02-18","","warm-up, squat","crs",
"131993","2025/03/12 12:44:07","2025-02-18","","warm-up legs, doing side-lunges, alternating between left and right foot","crs",
"131992","2025/03/12 12:42:14","2025-02-18","","warm-up legs, both legs extended to the sides of the body, rotating ankles while planted on the ground","crs",
"131991","2025/03/12 12:41:04","2025-02-18","","warm-up legs, lifting left foot behind the back","crs",
"131989","2025/03/12 12:40:16","2025-02-18","","warm-up legs, lifting right foot behind the back","crs",
"131988","2025/03/12 12:39:34","2025-02-18","","warm-up knees, both hands on the knees extending them to the sides","crs",
"131987","2025/03/12 12:38:58","2025-02-18","","warm-up legs, jump in place","crs",
"131986","2025/03/12 12:38:21","2025-02-18","","warm-up ankles, walk in place","crs",
"131985","2025/03/12 12:37:38","2025-02-18","","warm-up, left leg up and rotating the ankle","crs",
"131984","2025/03/12 12:37:00","2025-02-18","","warm-up, right leg up and rotating the ankle","crs",
"131983","2025/03/12 12:36:15","2025-02-18","","warm-up, stretching left leg up with hands on the knee","crs",
"131982","2025/03/12 12:35:51","2025-02-18","","warm-up, stretching right leg up with hands on the knee","crs",
"131981","2025/03/12 12:35:25","2025-02-18","","warm-up knees, rotating them with both hands","crs",
"131908","2025/03/11 18:51:02","2025-02-18","","walk forward, casual,  walking with a normal pace","crs",
"131907","2025/03/11 18:50:10","2025-02-18","","walk forward, very bored, very slow pace, looks to the side","crs",
"131904","2025/03/11 18:48:50","2025-02-18","","walk forward, bored, walking with a slow pace","crs",
"131898","2025/03/11 18:27:38","2025-02-18","","woman walk, feminine, stops to look at something, tilts head with curiosity, takes a step back to asses, holds hands together in admiration, continues walking","crs",
"131896","2025/03/11 18:26:05","2025-02-18","","woman walk, distracted by phone, looking down while writing on the phone, slow pace","crs",
"131895","2025/03/11 18:25:07","2025-02-18","","woman walking, feminine, holding a phone and looking down","crs",
"131894","2025/03/11 18:24:26","2025-02-18","","woman walk, feminine, holding a phone, stops to take a look at something, continues walking while looking at her phone","crs",
"131893","2025/03/11 18:23:24","2025-02-18","","woman walk, confident, playfully looking to the side, holding a purse","crs",
"131892","2025/03/11 18:22:46","2025-02-18","","woman walk, confident, holding a purse, stops and takes a step back to quickly look at something, continues walking","crs",
"131891","2025/03/11 18:21:42","2025-02-18","","woman walk, elegant, rich, holding a purse, noticing something on the side, making a fancy hand gesture","crs",
"131890","2025/03/11 18:20:57","2025-02-18","","woman walk, elegant, walking with a fast pace","crs",
"131889","2025/03/11 18:20:17","2025-02-18","","woman walk, confident, walking forward with normal pace","crs",
"131887","2025/03/11 18:19:38","2025-02-18","","woman walk, feminine, slow pace, casts a quick glance to the side","crs",
"131886","2025/03/11 18:18:44","2025-02-18","","woman walk, elegant, walking with a slow pace","crs",
"131867","2025/03/11 17:51:11","2025-02-18","","old person walk, tired and trembling, takes a moment to rest and puts both hands on a cane to support weight, continues walk, takes a second break while holding his back, continue walk","crs",
"131866","2025/03/11 17:48:35","2025-02-18","","old person walk, limping, injured leg, supporting weight with a cane","crs",
"131865","2025/03/11 17:47:25","2025-02-18","","old person walk, confident, using a cane, walking with a normal pace","crs",
"131864","2025/03/11 17:46:42","2025-02-18","","old person walk, trembling, walking very slowly with a hunched back while using a cane","crs",
"131863","2025/03/11 17:44:54","2025-02-18","","old person walk, a putting in effort to move, using a cane, slow pace","crs",
"131843","2025/03/11 16:22:14","2025-02-18","","couple walk, feminine, on high heels, walking with another person, hand around arm, lets go, takes a hold of his arm again, continues walking","crs",
"131842","2025/03/11 16:21:03","2025-02-18","","couple walk, content, walking forward with somebody, hand around arm","crs",
"131841","2025/03/11 16:20:29","2025-02-18","","couple walk, casual, holding hands, walking with normal pace","crs",
"131840","2025/03/11 16:19:54","2025-02-18","","couple walk, casual, walking hand in hand with a normal pace, talking","crs",
"131839","2025/03/11 16:19:17","2025-02-18","","couple walk, distracted, holding hands, stops to look at something that grabbed attention, looks back at the other person and continues walking with head down","crs",
"131838","2025/03/11 16:18:19","2025-02-18","","couple walk, casual, talking with somebody, looking at them briefly","crs",
"131837","2025/03/11 16:17:38","2025-02-18","","couple walk, friendly, talking with somebody, walking with a normal pace, stops to give the person a tap on the shoulder and makes a gesture with both hands towards their chest","crs",
"131836","2025/03/11 16:16:35","2025-02-18","","couple walk, entertained,  talking with somebody, laughs and stops to take a look back at them, continues walking with normal pace","crs",
"131835","2025/03/11 16:15:29","2025-02-18","","couple walk, argumentative, talking and looking at somebody, makes a gesture of disagreement with both hands and shakes head","crs",
"131834","2025/03/11 16:14:31","2025-02-18","","walk with somebody, casual, talking, points to something with right hand, stops to explain, laughs, continues walking and makes a gesture for the other person to follow","crs",
"131832","2025/03/11 15:52:29","2025-02-18","","limping, hasty, making an effort to move faster with an injured leg, trying to get away","crs",
"131831","2025/03/11 15:51:49","2025-02-18","","limping, strenuous, walking with an injured leg, taking big steps, then taking small steps, slow pace","crs",
"131830","2025/03/11 15:50:27","2025-02-18","","limping, walking with an injured leg, dragging it behind, stops to rest","crs",
"131829","2025/03/11 15:48:34","2025-02-18","","walk, joyful, walking while happily skipping, carefree","crs",
"131828","2025/03/11 15:48:06","2025-02-18","","walking, happy skipping, lightly bouncing body","crs",
"131826","2025/03/11 15:47:02","2025-02-18","","walk, energetic, power walking with hands bent at the elbows, fast pace","crs",
"131825","2025/03/11 15:46:44","2025-02-18","","walk, marching, parade walk with synchronized arm movements from side to side","crs",
"131824","2025/03/11 15:46:18","2025-02-18","","walk backwards, alert, in danger, taking a few steps back cautiously","crs",
"131823","2025/03/11 15:45:35","2025-02-18","","walk backward, scared, taking steps back with a scrunched up body posture","crs",
"131822","2025/03/11 15:44:36","2025-02-18","","walking backward, worried, taking steady steps back to avoid danger","crs",
"131821","2025/03/11 15:43:42","2025-02-18","","sneaking, stealthy, taking a moment to assess the situation, taking a a couple quick quiet steps","crs",
"131820","2025/03/11 15:43:06","2025-02-18","","sneaking, stealthy, making careful steady steps forward","crs",
"131819","2025/03/11 15:42:29","2025-02-18","","sneaking, stealthy, moving forward with steady steps and caution","crs",
"131746","2025/03/10 19:22:07","2025-02-14","","warm-up, legs stretched far apart, both hands extended and pointing upwards, bends down to touch ankle with both hands, pulls back up and stands stretched out","crs",
"131745","2025/03/10 19:20:21","2025-02-14","","warm-up, legs stretched far apart, bends forward and extends right arm forward, bends down to touch ankle, then pulls back up extending both arms to the top","crs",
"131743","2025/03/10 19:18:57","2025-02-14","","warm-up, legs stretched far apart, bends forward and extends left arm forward","crs",
"131742","2025/03/10 19:17:51","2025-02-14","","warm-up, legs stretched far apart, bends forward, extending both arms forward","crs",
"131741","2025/03/10 19:17:05","2025-02-14","","warm-up, legs stretched far apart, bends forward and extends right arm forward","crs",
"131740","2025/03/10 19:16:06","2025-02-14","","leg warm-up, legs stretched far apart, bends down to touch left ankle with both hands","crs",
"131185","2025/02/27 19:08:27","2025-02-14","","warm-up, legs apart, right leg in front of left, arms extended upwards, bend and touch the toes of the right leg with both hands, straighten, spread arms to the sides, bring arms towards the body","crs",
"131177","2025/02/27 18:26:34","2025-02-14","","warm-up, sitting position, both legs extended forward, touching toes with both hands, stretching legs and arms out to the sides, bending legs in the center, heels touching, right leg and arm extended forward, right leg and arm bent again","crs",
"131135","2025/02/27 15:20:40","2025-02-14","","warm-up, sitting position, legs apart, raising arms, lowering arms, stretching arms forward on the ground in front of the body, straightening arms","crs",
"131134","2025/02/27 15:18:57","2025-02-14","","warm-up, sitting position, legs apart, raising arms, touching toes of left foot with right hand, straightening arms, touching toes of right foot with left hand, straightening arms","crs",
"131133","2025/02/27 15:16:31","2025-02-14","","warm-up, sitting position, legs apart, raising arms, touching the toes of the right foot with the right hand, straightening, touching the toes of the left foot with the left hand, straightening arms","crs",
"131070","2025/02/26 18:33:41","2025-02-18","","waiting, holding the phone with the left hand, pressing with the right hand, raising the left hand and talking on the phone, emotional reaction, waving the right hand, hanging up the phone, lowering the hand, expressing dissatisfaction","crs",
"131069","2025/02/26 18:32:06","2025-02-18","","waiting, raising the right hand, taking a selfie, touching the phone with both hands, raising the right hand again for a selfie, different selfie poses, holding the phone with the left hand and scrolling with the right","crs",
"131068","2025/02/26 18:30:10","2025-02-18","","waiting, posing for a photo, arms crossed in front of chest, walking forward to the person taking the photo, picking up the phone, raising the right hand, taking a selfie","crs",
"131067","2025/02/26 18:29:08","2025-02-18","","waiting, leaning against the wall, left leg raised and resting against the wall, holding phone with both hands and surfing, changing posture, leaning to the side","crs",
"131066","2025/02/26 18:27:13","2025-02-18","","waiting, standing in one place, stepping with both feet, holding the phone with both hands, raising the phone with the right hand to the mouth, sending a voice message","crs",
"131065","2025/02/26 18:24:49","2025-02-18","","waiting, standing in one place, raising the right hand to see the time, dropping the hand, stepping with the left and right feet","crs",
"131064","2025/02/26 18:24:22","2025-02-18","","waiting, standing in one place, typing a message on the phone with both hands","crs",
"131063","2025/02/26 18:22:40","2025-02-18","","waiting, standing in one place, shaking the right hand, stepping the left and right feet, raising the arms slightly","crs",
"131062","2025/02/26 18:21:32","2025-02-18","","waiting, standing in one place, raising the right hand, looking at the clock, touching the clock with the left hand","crs",
"131060","2025/02/26 18:15:10","2025-02-18","","catching, catching an object that is thrown with both hands, bending slightly","crs",
"131059","2025/02/26 18:14:43","2025-02-18","","catching, catching an object that has been thrown with both hands, throwing the object back from below","crs",
"131058","2025/02/26 18:13:39","2025-02-18","","throwing, throwing an object with both hands above the head, raising the fingers","crs",
"131057","2025/02/26 18:12:58","2025-02-18","","throwing, holding an object, preparing to throw for a few seconds, throwing the object with the right hand from below","crs",
"131055","2025/02/26 18:11:48","2025-02-18","","catching, catching an object that is thrown with the left hand","crs",
"131054","2025/02/26 18:11:25","2025-02-18","","throwing, throwing an object with the right hand","crs",
"131053","2025/02/26 18:10:49","2025-02-18","","catching, catching an object with both hands that has been thrown, bending slightly, lifting the object above the head, throwing it back with a slight bounce","crs",
"131052","2025/02/26 18:10:11","2025-02-18","","catching, catching an object with both hands that has been thrown, bending down to the ground because the object is heavy, throwing the object back","crs",
"131051","2025/02/26 18:09:27","2025-02-18","","throwing, throwing an object with the right hand","crs",
"131050","2025/02/26 18:08:57","2025-02-18","","catching, catching an object that has been thrown - Version 2","crs",
"131049","2025/02/26 18:08:36","2025-02-18","","throwing, throwing an object","crs",
"131048","2025/02/26 18:08:09","2025-02-18","","catching, catching an object that has been thrown, light squatting - Version 1","crs",
"131046","2025/02/26 17:50:53","2025-02-18","","tai-chi dance - Version 2","crs",
"131044","2025/02/26 17:35:54","2025-02-18","","tai-chi dance - Version 1","crs",
"131038","2025/02/26 17:03:58","2025-02-18","","sit, sitting on the ground, standing up, sitting on a chair, legs crossed, left leg on top of right, right hand next to chin","crs",
"131035","2025/02/26 16:57:58","2025-02-18","","sit, standing on the chair in reverse, hands on the backrest, standing up and sitting in the normal way on the chair, legs extended, arms crossed in front of the chest","crs",
"131034","2025/02/26 16:56:45","2025-02-18","","sit, walking a few steps and sitting in the chair the other way around, hands on the back","crs",
"131033","2025/02/26 16:56:09","2025-02-18","","sit, standing on a chair, leaning back, bending down and throwing a stone with the right hand, leaning back again while standing, lifting the left leg on the chair, crossing the arms on the knee","crs",
"131032","2025/02/26 16:55:05","2025-02-18","","sit, standing on a chair, leaning back, hands on stomach","crs",
"131031","2025/02/26 16:54:40","2025-02-18","","sit, standing on a chair, left leg raised on the chair, both hands holding the left knee","crs",
"131030","2025/02/26 16:53:42","2025-02-18","","sit, standing on a chair, left leg over the right, left elbow on knee","crs",
"131029","2025/02/26 16:52:46","2025-02-18","","sit, standing on a chair, left leg on top of right, left hand on hip, right hand leaning back on the backrest","crs",
"131028","2025/02/26 16:52:22","2025-02-18","","sit, standing on a chair, rubbing your thighs with your hands","crs",
"131027","2025/02/26 16:51:45","2025-02-18","","sit, standing on a chair, left foot on top of right, left ankle rotating, scrolling on phone with left hand","crs",
"131026","2025/02/26 16:50:43","2025-02-18","","sit, standing on a chair, left leg over right, arms crossed on knee","crs",
"131025","2025/02/26 16:50:04","2025-02-18","","sit, standing on a chair, left hand on knee, right elbow on thigh","crs",
"131024","2025/02/26 16:49:36","2025-02-18","","sit, standing on a chair, hands on hips, standing up, walking forward 3 steps","crs",
"131023","2025/02/26 16:48:59","2025-02-18","","sit, walking 2 steps forward, sitting on chair, hands on hips","crs",
"130935","2025/02/25 13:24:03","2025-02-18","","pick up, taking a jacket off the wall, moving it to another place on the wall","crs",
"130934","2025/02/25 13:23:17","2025-02-18","","pick up, bending over, picking up a chair, walking a few steps forward, putting the chair on the ground, standing up","crs",
"130932","2025/02/25 13:22:01","2025-02-18","","pick up, bending, picking up an object and moving it slightly to the side","crs",
"130931","2025/02/25 13:21:09","2025-02-18","","pick up, walking 2 steps forward, taking a box under the arm with the left hand, taking a chair with the right hand, walking a few steps forward, putting the chair on the ground, putting the box on the chair","crs",
"130930","2025/02/25 13:19:03","2025-02-18","","pick up, reaching with the hand towards the cupboard and placing an object, bending and throwing an object towards the cupboard, bending and picking up an object from the ground, placing the objects in the cupboard","crs",
"130929","2025/02/25 13:16:33","2025-02-18","","pick up, standing in front of a cupboard, lifting fingers, picking up an object from a cupboard, bending over and placing it on the ground","crs",
"130928","2025/02/25 13:15:05","2025-02-18","","pick up, standing in front of the cupboard, taking an object with the right hand, looking at the object, putting the object down","crs",
"130926","2025/02/25 13:14:09","2025-02-18","","pick up, standing in front of the cabinet, taking an object with the right hand, looking at the object, leaning against the cabinet, taking another object with the left hand, putting objects back in the cabinet","crs",
"130925","2025/02/25 13:12:39","2025-02-18","","pick up, taking an object from the cupboard, bending over, putting it on the ground, standing up","crs",
"130924","2025/02/25 13:11:27","2025-02-18","","pick up, taking an object from a cupboard, bending over, rummaging in a cupboard, taking and putting down an object, bending over, taking objects, throwing objects backwards, forwards and upwards, taking several objects under one arm, walking forward, putting them on the ground","crs",
"130923","2025/02/25 13:05:19","2025-02-18","","pick up, bending, taking an object from a cupboard, walking to a table, placing the object on the table","crs",
"130922","2025/02/25 13:04:34","2025-02-18","","pick up, bending, kneeling, taking an object from a cupboard, taking the object out of the cupboard, placing the object on the ground, bending","crs",
"130921","2025/02/25 13:03:02","2025-02-18","","pick up, bending, pulling an object, squatting, picking up an object, standing up, bending and putting it down","crs",
"130920","2025/02/25 13:01:31","2025-02-18","","pick up, bending over, picking up an object, examining an object","crs",
"130919","2025/02/25 13:00:27","2025-02-18","","pick up, bending, grabbing an object with the right hand, standing up, bending, putting down the object with the right hand","crs",
"130917","2025/02/25 12:52:50","2025-02-18","","meeting, walking forward, turning back, right hand raised to ear","crs",
"130905","2025/02/25 12:34:46","2025-02-18","","meeting, walking forward, stopping in one place, crossing arms in front of the body","crs",
"130624","2025/02/20 14:26:28","2025-02-18","","jump, running forward, jumping with the right foot, landing on the left foot","crs",
"130623","2025/02/20 14:26:01","2025-02-18","","jump, jumping forward with the left foot, landing on the right foot","crs",
"130622","2025/02/20 14:25:42","2025-02-18","","jump, jumping forward, landing on the right foot first - Version 2","crs",
"130621","2025/02/20 14:25:15","2025-02-18","","jump, jumping forward, turning 360 degrees in the air","crs",
"130620","2025/02/20 14:24:51","2025-02-18","","jump, jumping forward, landing on the right foot first - Version 1","crs",
"130619","2025/02/20 14:24:26","2025-02-18","","jump, jumping from a standing position forward with both feet","crs",
"130618","2025/02/20 14:23:50","2025-02-18","","jump, jumping rope with both legs, jumping rope with left and right leg","crs",
